ZIP Code,Total Population,Poverty Count,Median Household Income,SNAP Households,White Population,Black Population,American Indian Population,Asian Population,Pacific Islander Population,Other Race Population,Two or More Races Population,High School Graduate,Bachelor's Degree,Master's Degree,Doctorate Degree
01606,22269,1979,92537.0,1264,15126,2212,0,1221,0,1121,2589,3206,3829,2339,457
01607,8755,1428,66365.0,865,4533,1670,0,296,0,546,1710,1746,1477,368,32
01608,4951,1851,45962.0,553,2163,602,359,410,0,351,1066,548,571,196,38
01609,23184,4635,61411.0,2023,15290,1738,19,2221,0,1325,2591,2334,3147,2010,658
01610,28719,8389,43757.0,3897,13221,3863,244,1815,17,3661,5898,4285,1739,667,142
01611,2401,83,118389.0,69,1991,42,0,0,0,72,296,542,269,133,0
01612,4996,70,133750.0,52,4561,97,0,53,0,45,240,424,956,685,70
01701,32270,1865,127000.0,952,22275,1521,58,2978,0,2249,3189,3140,8182,4756,724
01702,39761,5741,78784.0,2567,17427,3121,250,2215,32,7996,8720,5964,6062,3097,580
01718,528,0,125972.0,0,332,0,0,179,0,0,17,0,110,124,25
01719,5468,197,151000.0,109,3718,465,0,985,0,55,245,163,1506,830,311
01720,23322,804,154101.0,356,14775,959,0,5676,0,397,1515,952,5201,5088,1661
01721,18694,761,127106.0,469,13016,994,29,2813,0,717,1125,2045,4263,3181,610
01730,14478,587,158286.0,272,10809,292,6,2350,0,187,834,1200,3383,2865,767
01731,1745,0,101194.0,0,766,13,0,285,0,504,177,60,128,168,58
01740,5698,151,198475.0,57,4817,10,39,311,0,107,414,282,1482,1194,368
01741,5209,107,,23,4371,27,0,505,0,32,274,99,1139,1039,387
01742,18337,431,211435.0,105,15030,438,32,895,0,309,1633,818,3517,4053,948
01745,660,0,180833.0,9,456,15,0,146,0,0,43,9,240,71,19
01746,14964,474,154684.0,190,12637,106,0,981,0,338,902,1242,3927,2312,310
01747,6024,253,115216.0,140,5529,111,0,138,0,0,246,893,1051,735,11
01748,19050,631,204418.0,154,13897,138,0,3322,0,429,1264,1063,4492,3660,616
01749,19959,934,107202.0,519,15988,192,144,1154,8,1002,1471,2651,4228,1852,355
01752,41398,3769,95047.0,1866,25198,1512,55,2027,0,5820,6786,7078,6875,3892,537
01754,10663,789,119549.0,218,9015,147,0,626,0,122,753,862,2570,1609,468
01756,6266,372,129837.0,211,5874,25,0,26,0,101,240,843,1502,567,212
01757,30473,2496,92951.0,735,21002,984,315,709,0,2650,4813,5926,4664,2128,209
01760,36520,2026,134644.0,819,28256,543,44,4888,14,586,2189,3398,8912,6519,1805
01770,4404,81,247500.0,24,3567,21,0,402,0,11,403,218,1024,885,168
01772,9781,396,196680.0,95,7360,67,4,1515,0,372,463,455,2136,2038,433
01773,5257,266,197292.0,116,4659,84,0,238,0,0,276,65,1229,1266,518
01775,7109,352,177862.0,99,5933,225,0,384,0,242,325,428,1860,1591,163
01776,19067,484,234634.0,138,15301,509,6,1972,26,129,1124,627,4833,3993,1008
01778,13915,578,219531.0,153,10609,116,0,1952,17,342,879,487,3228,2491,1029
01801,41205,3193,107754.0,1586,31088,2445,31,3365,65,1635,2576,6657,8163,4718,922
01803,26068,1443,142421.0,455,19951,648,11,3540,11,382,1525,3166,6292,3528,826
01810,35608,1242,167591.0,638,25981,823,39,5716,0,704,2345,1893,8268,7046,1652
01821,30203,1223,142564.0,817,24476,1048,0,2843,8,473,1355,5411,5777,3045,338
01824,26628,1206,141337.0,768,21393,430,67,2419,0,690,1629,2475,5919,3898,562
01826,32373,2134,111451.0,1344,26445,1045,0,1907,0,692,2284,6551,5830,1687,397
01827,3375,33,202379.0,25,3071,41,0,79,0,4,180,255,714,488,88
01830,26685,3853,79784.0,2365,18354,1047,58,293,0,2271,4662,4743,3464,1500,200
01832,26065,2624,81141.0,2571,17373,478,52,478,0,3725,3959,5321,3749,1235,143
01833,8380,273,153565.0,101,7659,81,0,98,0,30,512,939,1784,1085,109
01834,6747,283,135521.0,162,6545,11,0,22,0,38,131,1015,1283,848,60
01835,14637,585,108275.0,560,11354,538,0,127,0,900,1718,1932,2662,998,217
01840,7092,1949,34630.0,1828,1209,239,50,1,0,4649,944,1561,439,151,0
01841,52761,9988,54525.0,8151,10200,2420,110,686,0,28575,10770,10058,3392,880,148
01843,28444,3944,72163.0,3638,8494,1416,89,1007,0,13024,4414,5466,2563,1043,18
01844,53015,4296,103292.0,3226,31480,2916,285,1963,0,10029,6342,9834,7440,3304,316
01845,31881,2325,134319.0,712,26040,1020,290,2048,0,929,1554,3016,6584,4728,451
01850,16983,3061,67581.0,1417,9010,2673,0,1868,86,1394,1952,3612,1382,423,80
01851,32308,5253,87962.0,3088,11042,3094,123,13063,0,2382,2604,5116,4198,2553,220
01852,36700,4839,77058.0,3196,21408,3139,15,5514,23,3466,3135,6178,4766,2977,444
01854,28808,4468,70397.0,3017,16939,3460,11,3828,23,1608,2939,4945,3390,1413,111
01860,6707,553,116477.0,311,6368,0,0,0,0,1,338,1052,1315,435,24
01862,11703,617,131214.0,298,8298,911,0,684,0,839,971,1957,2370,719,153
01863,9592,327,136284.0,340,8002,265,12,868,0,248,197,1216,1844,1233,157
01864,15634,441,150820.0,497,13774,72,0,848,0,110,830,1855,3705,2080,230
01867,25474,691,163407.0,124,22187,75,17,1585,0,192,1418,2702,6169,4345,642
01876,30962,902,126795.0,677,27426,781,19,1215,0,221,1300,6127,6102,2637,396
01879,12435,598,144167.0,410,10347,178,0,938,0,486,486,1471,2434,1507,132
01880,27258,1231,130419.0,610,23979,228,17,1324,0,347,1363,3903,6464,3654,613
01886,24584,577,181523.0,343,17406,74,19,5717,0,464,904,1503,5827,4820,854
01887,23195,687,161473.0,383,20127,295,17,1014,0,113,1629,3480,4922,2210,273
01890,22862,889,218176.0,138,16546,684,73,3585,0,341,1633,1336,4228,4653,1422
01901,1934,786,27561.0,524,890,386,34,113,0,245,266,244,366,218,23
01902,51680,8317,66755.0,6634,18887,6963,346,3013,44,14148,8279,9586,4614,1532,237
01904,20103,1497,100597.0,821,13181,861,49,999,63,3116,1834,3480,2724,1358,259
01905,27188,3128,84341.0,2520,12018,4002,219,1934,0,4528,4487,4776,2642,809,72
01906,28599,1802,100819.0,1110,22187,1381,18,823,22,1549,2619,6546,4082,1981,180
01907,15279,1054,127714.0,368,13337,486,48,479,0,144,785,1599,3377,2217,506
01908,3328,222,111004.0,75,3063,60,0,27,0,9,169,536,844,514,109
01913,17277,1185,100599.0,729,15148,562,4,197,8,236,1122,2625,3476,1631,222
01915,41656,3854,102347.0,2043,36355,1124,95,984,2,724,2372,5436,8878,4538,526
01921,8229,181,190526.0,40,7526,30,0,84,0,93,496,541,2450,1197,157
01922,3791,191,179896.0,62,3602,0,0,46,0,29,114,377,686,631,39
01923,27778,1307,117072.0,744,25075,746,26,517,33,479,902,4114,6164,2996,325
01929,3605,217,151509.0,95,3542,0,0,0,0,25,38,266,1010,616,39
01930,29862,3157,87898.0,1581,27036,351,16,483,0,591,1385,5881,5271,2902,309
01937,146,123,,0,125,0,0,10,0,11,0,39,11,0,0
01938,13820,902,124405.0,349,12770,103,0,280,0,119,548,1621,3370,1932,222
01940,13183,787,171044.0,133,10752,185,0,1058,0,448,740,1480,2792,2022,307
01944,5368,151,197875.0,0,4687,0,0,63,0,184,434,112,1882,1095,95
01945,20390,759,164325.0,313,19366,138,103,228,0,118,437,1088,6140,3489,624
01949,9727,292,171458.0,68,8227,221,15,518,0,95,651,1953,1881,871,234
01950,18444,922,144259.0,496,17097,77,0,129,0,123,1018,1488,5095,2863,400
01951,2938,148,175779.0,80,2653,0,0,74,0,28,183,337,762,493,87
01952,9217,454,102521.0,367,8086,114,9,176,0,69,763,1665,1953,883,215
01960,53961,3482,95173.0,2326,43102,1937,267,1085,0,2315,5255,11027,8994,3809,257
01965,752,16,,0,719,0,0,0,0,17,16,17,543,42,8
01966,6977,247,93227.0,169,6587,40,5,16,0,10,319,701,1644,1172,221
01969,6214,88,117177.0,174,5892,0,0,93,0,0,229,753,1281,911,78
01970,44115,5870,85189.0,3476,33206,2333,73,1444,31,3142,3886,5976,9245,5008,790
01982,7646,453,127137.0,100,6971,228,0,250,0,22,175,556,1865,1214,214
01983,6535,483,176698.0,111,5712,84,0,333,0,10,396,479,1753,1175,140
01984,4930,144,187652.0,48,4509,97,16,106,5,30,167,206,989,571,67
01985,4536,101,189048.0,40,3917,0,28,107,0,7,477,275,1171,782,204
02019,17160,758,120966.0,616,14527,120,0,179,0,490,1844,3023,3147,1143,134
02021,24459,1056,128341.0,883,17685,2632,89,2511,0,326,1216,2238,6320,3868,683
02025,8358,244,187060.0,110,7697,44,31,68,39,80,399,513,2359,1473,32
02026,25109,1121,124375.0,764,20698,1293,0,786,24,607,1701,3501,5377,3416,402
02030,5893,119,,15,4706,117,0,678,0,54,338,61,1312,1125,323
02032,4914,138,180100.0,67,3542,133,0,642,0,0,597,486,1043,741,112
02035,18516,880,108559.0,663,14425,1273,14,1238,0,283,1283,1897,4449,2493,200
02038,33067,1762,142788.0,732,28185,661,10,2033,0,303,1875,3673,7268,3868,1242
02043,24185,781,181017.0,244,22674,192,23,561,0,88,647,1768,6750,4281,706
02045,10098,537,127112.0,321,9539,9,10,117,0,150,273,1410,2377,1120,264
02047,142,0,151000.0,0,142,0,0,0,0,0,0,56,36,0,0
02048,23855,1148,131409.0,837,20459,642,10,1353,0,533,858,2946,4986,2673,536
02050,25903,1935,125436.0,694,24810,157,30,172,0,144,590,3051,6137,3014,322
02052,12923,292,214801.0,215,11312,222,0,572,0,21,796,446,3278,2279,320
02053,13251,414,174357.0,201,11137,167,6,719,0,97,1125,1097,3672,1638,113
02054,8699,423,149021.0,99,7564,116,0,346,13,108,552,1424,2015,993,74
02056,11556,208,197379.0,29,9601,758,0,257,0,315,625,931,2702,1650,177
02061,11309,345,182637.0,177,10267,65,0,346,6,131,494,1052,2844,1408,153
02062,31380,2528,97110.0,1209,22917,2185,14,2132,0,1772,2360,4247,7103,3942,676
02066,18895,462,131889.0,421,17542,24,0,400,0,283,646,1443,5431,2746,251
02067,18478,723,183724.0,439,13151,605,11,3407,0,165,1139,1271,4157,3625,984
02071,1677,0,207878.0,0,1314,236,0,0,0,64,63,120,683,62,24
02072,29074,2663,104164.0,1131,17546,5343,0,1691,60,1933,2501,4525,4985,2935,254
02081,19703,723,150233.0,317,17667,390,33,512,0,83,1018,2171,5246,2470,267
02090,16213,801,205000.0,93,12782,263,0,1627,0,378,1163,936,3789,2480,703
02093,12305,685,147930.0,326,10991,274,2,329,0,169,540,1384,2864,1453,136
02108,4178,509,212664.0,74,3637,163,0,122,0,132,124,214,930,856,189
02109,3714,200,177500.0,102,2942,29,0,456,0,11,276,86,1321,738,336
02110,2178,319,132239.0,70,1899,76,0,138,0,5,60,67,693,527,157
02111,8067,2055,70865.0,697,3307,131,0,3745,0,126,758,836,1271,1026,270
02113,6522,645,110321.0,126,5888,256,4,192,0,45,137,414,2487,807,230
02114,13853,1463,135057.0,754,10257,452,12,1391,0,555,1186,603,4574,2778,978
02115,28621,5818,53398.0,1851,16443,2335,58,5622,72,1211,2880,1360,4640,2026,666
02116,22040,3051,127309.0,1610,14648,1154,32,3420,112,705,1969,1310,5151,4214,988
02118,28522,6675,90142.0,2872,14520,4212,160,4757,20,1953,2900,2745,6221,3338,1084
02119,26851,7331,43255.0,4612,4804,12401,58,896,0,4424,4268,4451,3372,1438,350
02120,15248,4358,61472.0,1271,5903,2983,60,3103,4,2050,1145,968,1833,647,338
02121,28298,7444,38565.0,4910,3039,13584,22,402,0,5087,6164,4468,2353,863,84
02122,23471,3382,82945.0,1967,8579,6399,70,3302,0,1752,3369,3691,3814,2111,189
02124,55897,9337,79168.0,6478,10837,27938,48,4375,62,3260,9377,8843,6902,3992,496
02125,33069,7727,71810.0,3694,11232,9077,208,3701,0,3930,4921,5161,5424,3445,334
02126,25313,4234,67206.0,2812,1584,18784,41,79,37,734,4054,4626,2722,1406,119
02127,36646,4314,156373.0,1977,28883,1341,30,2484,0,1302,2606,3814,13222,5137,891
02128,44124,6271,92079.0,2753,19943,1439,620,1718,38,3639,16727,7817,8013,3297,624
02129,19994,1251,157192.0,1147,14849,1098,5,1722,0,545,1775,1608,5454,3556,540
02130,41109,4503,130533.0,1928,26305,5279,244,2557,40,2641,4043,2896,8891,8244,2709
02131,31564,3029,109237.0,2270,16898,7501,31,908,0,2542,3684,4107,6023,4426,687
02132,27069,1104,139545.0,1046,20152,1062,42,2181,0,1393,2239,2271,6193,4298,1305
02133,80,0,,0,13,0,0,0,0,0,67,0,12,23,0
02134,17637,4137,75317.0,889,9905,1520,100,4119,0,642,1351,886,5377,3065,887
02135,43683,7973,88208.0,2629,26934,2768,108,7499,33,2381,3960,3181,13379,6876,1578
02136,38071,3745,96862.0,2841,9135,18553,61,1016,147,4631,4528,6485,5462,2449,378
02138,38077,3700,122040.0,492,23483,2580,88,6604,4,963,4355,861,6735,7065,3661
02139,39609,4505,124648.0,1926,21585,5088,23,7815,45,1236,3817,1602,8204,6506,4239
02140,21361,2293,136382.0,1037,12041,3283,24,4011,6,324,1672,1030,4466,5107,2098
02141,14677,2018,120542.0,516,8744,1329,13,3116,0,347,1128,707,3278,2695,1408
02142,4349,273,168788.0,26,2037,231,19,1675,0,32,355,7,1080,747,1092
02143,25161,2113,126102.0,1016,17971,1103,18,2847,20,1171,2031,1932,7452,4904,2050
02144,25009,2804,140591.0,720,18802,683,74,2831,0,119,2500,1627,7199,4356,1753
02145,27929,2990,119167.0,1293,17791,1718,74,3220,6,2388,2732,3315,6418,3618,1118
02148,65509,8661,95298.0,4186,29104,9017,216,18745,0,2777,5650,9634,12588,6394,1623
02149,49236,7533,79658.0,3212,20971,6303,326,3859,107,6130,11540,10939,5576,1808,362
02150,39444,7956,72122.0,3229,10624,2760,263,1126,0,4601,20070,7299,3807,1462,255
02151,59949,7360,80948.0,3850,33794,2913,235,2536,0,8123,12348,14095,7330,2658,409
02152,18807,1323,106357.0,960,15053,645,353,322,0,1098,1336,3341,3799,1676,305
02155,61276,4656,118403.0,2098,42333,4008,11,7565,27,2328,5004,7279,13338,8133,2489
02163,1852,244,74028.0,0,1028,264,0,334,0,57,169,7,552,217,39
02169,60928,7637,92080.0,4164,34189,5155,128,14640,38,1831,4947,9144,12819,7839,921
02170,19685,1681,101840.0,1150,10754,694,4,7484,23,167,559,2776,4225,2088,297
02171,20513,1911,104992.0,983,11152,688,72,7506,0,241,854,2891,4927,2354,444
02176,29488,1081,126854.0,729,23181,649,8,2848,0,648,2154,3548,7427,4641,1090
02180,22986,1043,112635.0,598,19086,203,9,1626,0,534,1528,3894,5471,2799,634
02184,38762,1978,125305.0,1434,27209,1155,4,8220,0,322,1852,5938,7554,4314,591
02186,28716,1506,177222.0,451,20653,4121,57,1782,2,352,1749,2098,6066,4584,797
02188,15396,1101,102236.0,785,12571,1303,9,841,0,140,532,2994,3241,1140,84
02189,15231,1661,91842.0,843,11856,1311,7,736,0,382,939,2471,3051,1186,156
02190,19029,1116,99024.0,532,15530,409,12,1775,0,519,784,2446,4302,1975,192
02191,8130,518,116496.0,182,6726,105,11,673,0,226,389,1525,1844,750,39
02199,1253,104,118367.0,11,858,60,0,181,0,20,134,33,389,366,66
02203,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
02205,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
02210,6554,205,178833.0,60,5463,190,0,500,0,96,305,110,2647,1650,501
02215,24054,3567,65827.0,567,14111,1547,74,5223,18,791,2290,581,3070,2487,1063
02301,68608,10312,72727.0,7812,18305,27638,231,1394,0,7435,13605,12734,6562,2424,185
02302,36472,4067,87560.0,3377,12364,12613,45,871,93,4659,5827,7507,3389,1338,76
02322,4753,243,129487.0,246,2816,1193,0,245,0,245,254,882,804,166,32
02324,26022,1203,112445.0,754,21584,1607,141,843,0,479,1368,5614,4464,2419,251
02325,2647,0,,0,2039,350,0,46,0,37,175,9,20,4,0
02330,11645,763,78955.0,437,10221,317,0,85,0,185,837,3050,1300,850,117
02332,16110,812,171471.0,225,15092,113,12,140,0,143,610,967,4439,2932,333
02333,14420,584,128679.0,545,13221,220,0,60,0,149,770,2415,2505,814,35
02338,7734,239,106851.0,292,6984,0,11,10,0,65,664,1396,1245,440,16
02339,14800,840,174821.0,291,13292,102,12,349,0,60,985,1552,3197,1646,213
02341,10466,262,112457.0,311,9321,40,15,357,0,125,608,2067,1847,724,126
02343,11267,740,107198.0,484,7600,1361,0,490,0,472,1344,2094,2108,768,53
02346,24360,1849,91914.0,1165,22207,252,0,363,40,616,882,5404,3818,1351,133
02347,11732,585,126182.0,427,10994,138,7,186,0,82,325,1753,2103,785,129
02350,149,9,86023.0,0,140,0,0,0,0,0,9,37,42,0,0
02351,17008,957,119787.0,546,14647,133,0,572,0,513,1143,3583,3215,1328,75
02356,12547,1025,124719.0,381,10054,716,34,364,0,528,851,1821,2757,1627,198
02357,1410,0,,0,1114,109,0,79,0,10,98,0,0,6,0
02359,18335,780,141332.0,215,17180,83,0,253,0,214,605,3201,3623,1950,118
02360,62405,3732,111975.0,1792,55653,749,135,670,61,1725,3412,10125,13334,6274,831
02364,13782,388,115863.0,223,13350,97,3,49,0,42,241,1777,3266,1299,63
02366,251,0,,0,154,14,17,0,0,23,43,53,0,34,0
02367,2934,271,119750.0,123,2845,38,0,0,0,1,50,622,534,177,12
02368,34736,2539,103321.0,2732,10272,14528,0,4510,0,2526,2900,5739,5758,2529,244
02370,17709,1313,101475.0,885,14951,732,28,131,0,977,890,3934,3069,1019,102
02375,11205,510,117717.0,311,8804,810,0,488,0,198,905,1486,2467,1228,173
02379,7682,344,124483.0,203,7050,136,0,85,0,37,374,1338,1729,510,45
02382,15215,1145,107794.0,442,13487,220,69,183,0,361,895,3004,2031,879,46
02420,16287,386,233068.0,97,9239,439,0,5093,0,350,1166,367,2922,3670,1608
02421,17798,1061,212843.0,284,10130,273,0,6132,0,307,956,595,3241,4427,2011
02445,22568,2067,145878.0,466,15583,973,77,3239,0,472,2224,632,4291,4707,2594
02446,31109,3484,127519.0,1144,20736,957,31,6031,0,522,2832,1022,5914,6181,3163
02451,18153,1348,119509.0,594,10560,1389,68,2966,0,1398,1772,2423,3619,2669,586
02452,16173,1195,112902.0,499,10566,1456,243,1776,40,835,1257,1573,2817,1699,410
02453,30314,2476,114029.0,871,19095,1997,257,3546,29,2473,2917,3334,6321,4428,1093
02457,1886,0,,0,1051,164,4,377,0,134,156,4,7,0,0
02458,13308,744,151782.0,273,9578,101,149,1818,0,690,972,829,2989,2323,1165
02459,18604,602,214941.0,249,13615,356,0,3108,5,286,1234,525,3433,3694,1783
02460,10033,356,154329.0,196,7083,519,52,1277,0,321,781,499,1722,1995,1018
02461,6717,351,207292.0,79,4521,60,118,1526,0,174,318,211,1396,1419,758
02462,1459,88,210682.0,103,1031,46,0,231,0,62,89,175,330,244,104
02464,3730,272,125846.0,42,2163,52,0,1268,0,29,218,173,755,761,277
02465,11297,486,174518.0,154,8105,262,9,1780,0,188,953,583,2401,2331,869
02466,8553,549,170852.0,268,6049,251,0,1631,0,62,560,399,1521,1119,786
02467,22325,1011,173854.0,74,15388,705,4,3546,10,432,2240,447,3310,3161,1488
02468,5901,33,,16,4524,26,0,686,0,156,509,79,944,1203,518
02472,35317,2146,123383.0,878,25080,1471,53,4246,0,1301,3166,3451,8886,6837,1940
02474,28283,1317,139199.0,659,21345,690,44,3526,8,564,2106,2126,6895,5473,2044
02476,17732,1152,145150.0,457,13841,473,14,2044,6,210,1144,1183,3631,3891,1511
02478,26966,926,177790.0,437,18804,403,9,5504,0,454,1792,1406,5380,5488,2937
02481,17262,396,,90,12805,342,44,2229,0,158,1684,200,3261,3227,679
02482,10758,415,240069.0,154,8124,84,0,1569,0,124,857,378,2144,2400,904
02492,21481,871,222063.0,205,18579,234,8,1670,30,39,921,895,4351,4589,1006
02493,11443,456,,65,8706,342,19,1480,0,253,643,410,2304,2011,926
02494,10578,306,173750.0,141,7606,237,20,1711,41,58,905,479,1897,2230,550
02532,13180,931,89411.0,648,11792,59,6,459,0,309,555,2055,2913,1354,69
02534,1284,70,171169.0,0,965,24,0,0,0,0,295,40,343,197,0
02535,2393,122,144833.0,7,1993,43,237,55,0,5,60,133,621,275,67
02536,21100,1541,95295.0,934,17863,268,170,620,0,645,1534,3198,3847,2652,582
02537,6486,466,131150.0,169,5922,209,0,80,0,22,253,992,1248,796,154
02538,4556,234,110882.0,190,4181,0,20,52,0,54,249,994,547,145,0
02539,5212,303,89710.0,167,4396,326,0,0,0,50,440,647,1090,535,72
02540,8354,1315,88266.0,460,7209,96,114,222,0,124,589,652,1927,1302,559
02542,854,6,55000.0,29,739,19,0,0,0,26,70,74,89,84,4
02543,810,14,73611.0,15,763,0,0,0,0,0,47,55,160,198,209
02553,38,0,,0,38,0,0,0,0,0,0,0,0,38,0
02554,14033,320,125524.0,304,9891,1307,0,252,0,738,1845,1457,3803,1413,463
02556,2586,46,133929.0,46,2445,33,0,46,0,0,62,158,834,393,40
02557,1849,261,95287.0,0,1571,227,0,0,0,15,36,347,293,156,32
02558,1658,95,58594.0,76,1056,53,0,0,0,48,501,709,118,98,0
02559,2812,133,88698.0,144,2720,26,0,42,0,0,24,449,506,468,65
02561,260,21,,0,216,0,0,23,0,0,21,0,112,73,0
02562,3698,48,141324.0,17,3563,0,0,116,0,0,19,365,985,240,56
02563,10315,688,117558.0,177,9577,29,19,311,0,172,207,1712,2494,1262,201
02564,243,108,,0,211,26,0,3,0,0,3,20,75,24,6
02568,8829,314,93615.0,383,6859,95,0,233,0,332,1310,1349,1761,891,85
02571,10538,429,87302.0,848,8407,207,0,96,0,1134,694,2285,1732,800,147
02575,2417,100,181304.0,0,2088,0,0,0,0,220,109,247,369,514,57
02576,4498,821,61735.0,668,3702,88,0,44,0,225,439,1455,464,136,0
02584,23,0,,0,23,0,0,0,0,0,0,0,0,0,0
02601,16066,2084,62989.0,1439,9321,2187,75,352,0,1656,2475,3699,1969,909,177
02630,2539,2,137875.0,13,2331,4,0,8,0,27,169,97,623,438,37
02631,10189,1095,93427.0,405,9488,43,0,115,0,73,470,1470,2076,1751,358
02632,12217,677,121295.0,236,10608,209,1,75,0,186,1138,1822,2432,1417,119
02633,4536,452,94036.0,231,3999,125,36,144,0,12,220,528,1225,731,238
02635,3673,125,118295.0,58,3280,290,0,2,0,0,101,246,965,450,108
02637,351,0,218165.0,0,351,0,0,0,0,0,0,0,91,35,73
02638,3256,77,117619.0,63,3154,39,17,24,0,0,22,688,611,345,23
02639,3387,450,64051.0,190,2539,98,0,2,0,0,748,630,653,379,16
02641,299,0,,0,299,0,0,0,0,0,0,30,121,32,0
02642,5772,528,72683.0,73,5110,252,8,89,0,0,313,802,1245,848,117
02643,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
02644,3618,143,105000.0,136,3415,0,81,11,0,16,95,464,628,262,42
02645,11060,386,89898.0,222,10505,6,0,0,0,137,412,2007,1869,1416,197
02646,1715,171,74276.0,59,1581,21,0,10,0,21,82,192,462,456,23
02647,228,0,,0,228,0,0,0,0,0,0,0,122,0,0
02648,7592,322,131125.0,85,6950,158,157,115,0,0,212,1119,1316,791,44
02649,15234,757,95852.0,552,13596,372,251,141,0,170,704,2533,3190,1651,99
02650,1017,79,65982.0,23,975,4,0,0,0,0,38,97,265,134,32
02652,924,52,,0,924,0,0,0,0,0,0,402,113,216,19
02653,6342,679,98798.0,209,6141,0,0,47,0,0,154,624,1633,947,205
02655,3535,176,100927.0,78,2929,259,8,0,0,122,217,329,857,475,30
02657,3681,434,104500.0,239,2783,244,19,77,0,201,357,447,965,646,292
02659,1090,57,87368.0,19,1036,10,0,13,0,0,31,94,349,164,9
02660,6767,562,91449.0,324,6253,162,0,17,0,238,97,1200,1405,663,69
02663,446,0,,0,446,0,0,0,0,0,0,24,88,168,0
02664,9720,935,78796.0,501,8094,208,0,503,0,371,544,1861,1838,976,68
02666,751,47,111344.0,71,750,0,0,0,0,1,0,73,115,214,94
02667,3925,278,115469.0,117,3501,17,0,38,0,21,348,607,702,702,133
02668,2514,68,108042.0,72,2405,0,0,0,0,0,109,228,565,234,13
02670,1071,58,89875.0,63,1032,0,0,0,0,7,32,124,347,228,6
02671,932,38,101917.0,9,852,0,0,2,0,4,74,95,188,197,8
02672,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
02673,8969,622,73846.0,382,6418,807,0,66,0,454,1224,1647,1165,906,48
02675,6919,348,111555.0,217,6610,20,0,64,0,0,225,717,1775,973,76
02702,4445,258,145324.0,152,4276,35,32,50,0,0,52,662,954,415,35
02703,46479,4233,93352.0,2884,36804,2687,168,2094,13,2038,2675,8698,7281,3013,245
02713,42,2,78750.0,0,42,0,0,0,0,0,0,3,27,2,0
02715,3778,175,137500.0,40,3525,11,0,0,0,70,172,776,616,403,47
02717,4777,55,143281.0,46,4580,33,11,87,0,35,31,1144,743,261,78
02718,7125,772,107570.0,176,6060,490,20,66,0,43,446,1265,620,569,61
02719,15878,1171,92500.0,720,15171,53,19,161,0,193,281,3559,2636,860,94
02720,31063,5075,62907.0,3750,24040,2171,8,825,0,1438,2581,5877,2950,1643,134
02721,25922,5250,50666.0,3891,18454,1122,33,956,0,1941,3416,4922,1998,528,113
02723,17111,4457,41789.0,2507,11670,853,11,365,85,1743,2384,3473,1042,304,101
02724,18758,4500,49809.0,3029,13398,1754,63,366,0,1313,1864,4218,1323,536,56
02725,2300,22,127228.0,34,2154,38,0,0,0,0,108,273,393,185,13
